gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div
AGPAT3	2	4	1	0	94.05	188.1	15	1	0.428571428571428	-Inf	1	-0.666666666666667	1	6
AGPAT4	2	5	1	1	115.5	231	15	1	1	-1.5	1	-0.214285714285714	2	7
AGPAT5	0	2	0	0	108.57	217.14	15	1	1	NA	1	NA	0	2
AGPAT9L	5	6	1	1	138.27	276.54	15	1	1	-0.2	1	-0.0454545454545455	2	11
AGPS	7	13	2	0	219.78	439.56	15	1	0.155844155844156	-Inf	1	-0.65	2	20
AGR2	0	1	0	1	45.54	91.08	15	1	1	NA	1	0	1	1
AGRN	3	13	1	9	203.61	407.22	15	1	1	0.518518518518519	1	0.0875	10	16
AGT	7	4	1	0	171.27	342.54	15	1	1	-Inf	1	-0.363636363636364	1	11
AGTR1	0	5	0	0	97.68	195.36	15	1	1	NA	1	NA	0	5
AGTR2	4	10	0	3	187.44	374.88	15	1	0.541176470588235	1	1	0.285714285714286	3	14
AGTRAP	2	4	0	0	53.13	106.26	15	1	1	NA	1	NA	0	6
AGXT	4	1	2	1	27.06	54.12	15	1	1	0.5	1	0.133333333333333	3	5
AGXT2	2	7	0	1	128.7	257.4	15	1	1	1	1	0.222222222222222	1	9
AHCYL1	0	10	0	1	141.9	283.8	15	1	1	NA	1	0	1	10
AHDC1-LOC107055013-LOC112530227	0	3	0	1	96.36	192.72	15	1	1	NA	1	0	1	3
AHI1	10	15	1	0	279.18	558.36	15	1	0.423076923076923	-Inf	1	-0.6	1	25
AHNAK2	40	31	6	1	673.86	1347.72	15	1	0.229659430380411	-3.65	1	-0.293762575452716	7	71
AHR	3	10	0	1	268.62	537.24	15	1	1	1	1	0.230769230769231	1	13
AHR1B	24	21	4	4	236.28	472.56	15	1	1	0.125	1	0.0333333333333333	8	45
AHR2	12	11	3	5	160.38	320.76	15	1	0.685082190087752	0.45	1	0.146739130434783	8	23
AHRR	4	3	1	0	186.12	372.24	15	1	1	-Inf	1	-0.428571428571429	1	7
AHSA1	0	4	0	1	91.74	183.48	15	1	1	NA	1	0	1	4
AHSA2	1	6	0	0	84.48	168.96	15	1	1	NA	1	NA	0	7
AHSG	6	4	2	0	106.92	213.84	15	1	0.515151515151515	-Inf	1	-0.4	2	10
AIFM1	3	7	3	0	170.94	341.88	15	1	0.06993006993007	-Inf	1	-0.7	3	10
AIFM2	2	6	0	3	106.26	212.52	15	1	1	1	1	0.25	3	8
AIFM3	0	3	0	1	166.65	333.3	15	1	1	NA	1	0	1	3
AIG1	3	2	0	0	63.03	126.06	15	1	1	NA	1	NA	0	5
AIM1	14	31	4	3	569.58	1139.16	15	1	0.217964644051601	-1.95238095238095	1	-0.26031746031746	7	45
AIM1L	4	6	1	4	95.7	191.4	15	1	0.6003996003996	0.625	1	0.2	5	10
AIMP1	1	8	0	1	93.39	186.78	15	1	1	1	1	0.111111111111111	1	9
AIMP2	0	5	0	0	73.26	146.52	15	1	1	NA	1	NA	0	5
AIPL1	1	3	0	1	56.76	113.52	15	1	1	1	1	0.25	1	4
AJAP1	0	3	0	1	38.28	76.56	15	1	1	NA	1	0	1	3
AK1	1	0	1	0	11.55	23.1	15	1	1	NA	1	0	1	1
AK2	0	4	0	0	39.93	79.86	15	1	1	NA	1	NA	0	4
AK3	3	4	0	2	84.15	168.3	15	1	0.5	1	1	0.428571428571429	2	7
AK4	0	2	0	1	36.3	72.6	15	1	1	NA	1	0	1	2
AK5	5	8	1	0	194.7	389.4	15	1	0.428571428571428	-Inf	1	-0.615384615384615	1	13
AK6	0	3	0	0	38.28	76.56	15	1	1	NA	1	NA	0	3
AK7	6	13	1	0	220.44	440.88	15	1	0.35	-Inf	1	-0.684210526315789	1	19
AK8	3	8	0	1	143.55	287.1	15	1	1	1	1	0.272727272727273	1	11
AK9	23	30	2	6	772.53	1545.06	15	1	0.452521512747962	0.565217391304348	1	0.183962264150943	8	53
AKAP1	12	12	3	2	333.96	667.92	15	1	1	-0.5	1	-0.1	5	24
AKAP10	4	20	3	6	323.73	647.46	15	1	0.35826844642195	-1.5	1	-0.166666666666667	9	24
AKAP12	32	18	12	3	590.7	1181.4	15	1	0.349672384901755	-1.25	1	-0.16	15	50
AKAP13	7	15	3	3	487.41	974.82	15	1	0.634495938843765	-1.14285714285714	1	-0.181818181818182	6	22
AKAP14	4	2	1	0	62.37	124.74	15	1	1	-Inf	1	-0.333333333333333	1	6
AKAP17A	8	13	1	2	203.28	406.56	15	1	1	0.1875	1	0.0476190476190476	3	21
AKAP2	9	15	0	0	212.52	425.04	15	1	1	NA	1	NA	0	24
AKAP5	10	9	0	1	172.26	344.52	15	1	1	1	1	0.526315789473684	1	19
AKAP6	20	28	1	2	832.92	1665.84	15	1	1	0.3	1	0.0833333333333334	3	48
AKAP7	3	3	0	0	70.62	141.24	15	1	1	NA	1	NA	0	6
AKAP7L	7	7	5	0	113.52	227.04	15	1	0.106037151702786	-Inf	1	-0.5	5	14
AKAP9	37	44	7	8	1053.69	2107.38	15	1	1	-0.0405405405405406	1	-0.00987654320987658	15	81
AKNA	6	1	3	0	25.41	50.82	15	1	1	-Inf	1	-0.142857142857143	3	7
AKNAD1	32	4	11	1	196.35	392.7	15	1	1	-0.375	1	-0.0277777777777778	12	36
AKR1A1	1	0	1	0	96.69	193.38	15	1	1	NA	1	0	1	1
AKR1B10L2	2	4	0	1	85.14	170.28	15	1	1	1	1	0.333333333333333	1	6
AKR1B10L3	1	2	0	0	94.38	188.76	15	1	1	NA	1	NA	0	3
AKR1D1	0	4	0	1	103.29	206.58	15	1	1	NA	1	0	1	4
AKR7A2	1	7	0	4	74.91	149.82	15	1	1	1	1	0.125	4	8
AKT1	0	3	0	0	168.3	336.6	15	1	1	NA	1	NA	0	3
AKT3	0	7	0	1	143.55	287.1	15	1	1	NA	1	0	1	7
AKTIP	2	6	1	0	109.89	219.78	15	1	0.333333333333333	-Inf	1	-0.75	1	8
ALAD	1	6	1	1	53.13	106.26	15	1	0.416666666666667	-5	1	-0.357142857142857	2	7
ALAS1	2	6	1	1	177.54	355.08	15	1	1	-2	1	-0.25	2	8
ALB	8	9	1	2	213.18	426.36	15	1	1	0.4375	1	0.137254901960784	3	17
ALDH18A1	15	24	0	1	409.86	819.72	15	1	1	1	1	0.384615384615385	1	39
ALDH1A1	1	6	0	0	106.92	213.84	15	1	1	NA	1	NA	0	7
ALDH1A2	0	3	0	0	153.78	307.56	15	1	1	NA	1	NA	0	3
ALDH1A3	0	8	0	0	156.09	312.18	15	1	1	NA	1	NA	0	8
ALDH1L2	4	12	0	1	283.14	566.28	15	1	1	1	1	0.25	1	16
ALDH3A2	5	19	0	9	329.34	658.68	15	1	0.290044493882091	1	1	0.208333333333333	9	24
ALDH4A1	3	12	2	4	106.59	213.18	15	1	0.597523219814242	-1	1	-0.133333333333333	6	15
ALDH5A1	1	4	0	0	111.54	223.08	15	1	1	NA	1	NA	0	5
ALDH6A1	1	4	1	0	180.84	361.68	15	1	0.333333333333333	-Inf	1	-0.8	1	5
ALDH7A1	3	2	2	1	110.55	221.1	15	1	1	-0.333333333333333	1	-0.0666666666666667	3	5
ALDH8A1	6	9	0	1	267.63	535.26	15	1	1	1	1	0.4	1	15
ALDH9A1	2	6	0	2	113.19	226.38	15	1	1	1	1	0.25	2	8
ALDOB	1	3	0	1	74.91	149.82	15	1	1	1	1	0.25	1	4
ALDOC	0	2	0	1	32.67	65.34	15	1	1	NA	1	0	1	2
ALG1	5	8	1	2	129.36	258.72	15	1	1	0.2	1	0.0512820512820513	3	13
ALG10	6	9	2	4	115.83	231.66	15	1	1	0.25	1	0.0666666666666667	6	15
ALG11	4	7	0	2	113.85	227.7	15	1	1	1	1	0.363636363636364	2	11
ALG12	0	4	0	0	74.91	149.82	15	1	1	NA	1	NA	0	4
ALG13	2	12	1	0	255.75	511.5	15	1	0.2	-Inf	1	-0.857142857142857	1	14
ALG14	1	3	1	0	54.12	108.24	15	1	0.4	-Inf	1	-0.75	1	4
ALG2	0	3	0	0	61.38	122.76	15	1	1	NA	1	NA	0	3
ALG3	2	2	1	1	54.12	108.24	15	1	1	0	1	0	2	4
ALG5	2	4	1	0	121.77	243.54	15	1	0.428571428571428	-Inf	1	-0.666666666666667	1	6
ALG6	5	2	1	0	111.87	223.74	15	1	1	-Inf	1	-0.285714285714286	1	7
ALG8	9	8	3	0	118.47	236.94	15	1	0.242105263157895	-Inf	1	-0.470588235294118	3	17
ALG9	8	10	4	6	203.61	407.22	15	1	1	0.166666666666667	1	0.0444444444444444	10	18
ALK	16	14	4	3	431.97	863.94	15	1	1	-0.166666666666667	1	-0.0380952380952381	7	30
ALKBH1	2	7	1	2	121.44	242.88	15	1	1	-0.75	1	-0.111111111111111	3	9
ALKBH2	2	4	0	0	47.19	94.38	15	1	1	NA	1	NA	0	6
ALKBH3-HSD17B12	3	3	0	0	120.78	241.56	15	1	1	NA	1	NA	0	6
ALKBH4	5	4	0	0	54.45	108.9	15	1	1	NA	1	NA	0	9
ALKBH5	0	3	0	2	63.69	127.38	15	1	1	NA	1	0	2	3
ALKBH8	13	13	1	4	190.08	380.16	15	1	0.344456803856137	0.75	1	0.3	5	26
ALMS1	89	52	22	12	1041.81	2083.62	15	1	1	-0.0711610486891385	1	-0.0158531497705465	34	141
ALOX5	1	6	0	0	254.43	508.86	15	1	1	NA	1	NA	0	7
ALOX5AP	0	5	0	2	65.34	130.68	15	1	1	NA	1	0	2	5
ALPI	4	7	2	2	59.73	119.46	15	1	1	-0.75	1	-0.136363636363636	4	11
ALPK1	23	26	7	3	376.2	752.4	15	1	0.298979382156861	-1.63768115942029	1	-0.230612244897959	10	49
ALPK2	49	19	3	2	705.54	1411.08	15	1	0.621498097179464	0.418367346938776	1	0.120588235294118	5	68
ALPK3	11	19	2	4	459.69	919.38	15	1	1	0.136363636363636	1	0.0333333333333333	6	30
ALPL	0	2	0	1	25.41	50.82	15	1	1	NA	1	0	1	2
ALPP	3	1	0	0	47.19	94.38	15	1	1	NA	1	NA	0	4
ALS2	6	23	2	1	475.53	951.06	15	1	0.146774193548387	-6.66666666666667	1	-0.459770114942529	3	29
ALS2CL	1	11	0	1	286.77	573.54	15	1	1	1	1	0.0833333333333333	1	12
ALX1	1	0	1	0	80.85	161.7	15	1	1	NA	1	0	1	1
ALX3	0	3	0	1	29.7	59.4	15	1	1	NA	1	0	1	3
ALX4	1	4	0	1	53.79	107.58	15	1	1	1	1	0.2	1	5
ALYREF	0	2	0	0	25.74	51.48	15	1	1	NA	1	NA	0	2
AMACR	1	1	0	0	67.32	134.64	15	1	1	NA	1	NA	0	2
AMBP	2	7	0	0	75.57	151.14	15	1	1	NA	1	NA	0	9
AMBRA1	0	17	0	3	400.29	800.58	15	1	1	NA	1	0	3	17
AMD1	0	3	0	2	109.89	219.78	15	1	1	NA	1	0	2	3
AMDHD1	2	7	1	1	158.73	317.46	15	1	0.490909090909091	-2.5	1	-0.277777777777778	2	9
AMDHD2	0	4	0	0	100.98	201.96	15	1	1	NA	1	NA	0	4
AMER1	8	13	3	2	222.75	445.5	15	1	0.619565217391304	-1.4375	1	-0.219047619047619	5	21
AMER2	5	5	1	0	149.82	299.64	15	1	1	-Inf	1	-0.5	1	10
AMER3	13	18	1	5	344.19	688.38	15	1	0.376093004769475	0.723076923076923	1	0.252688172043011	6	31
AMFR	1	5	0	0	153.45	306.9	15	1	1	NA	1	NA	0	6
AMH	5	7	2	0	69.96	139.92	15	1	0.461538461538462	-Inf	1	-0.583333333333333	2	12
AMHR2	5	12	0	4	189.75	379.5	15	1	0.532163742690059	1	1	0.294117647058824	4	17
AMIGO2	4	8	2	2	194.04	388.08	15	1	0.604395604395604	-1	1	-0.166666666666667	4	12
AMMECR1	0	2	0	1	47.52	95.04	15	1	1	NA	1	0	1	2
AMN	9	5	2	1	93.06	186.12	15	1	1	-0.111111111111111	1	-0.0238095238095237	3	14
AMN1	1	4	1	0	66.66	133.32	15	1	0.333333333333333	-Inf	1	-0.8	1	5
AMOTL2	1	5	0	1	84.48	168.96	15	1	1	1	1	0.166666666666667	1	6
AMPD1	5	13	2	1	202.95	405.9	15	1	0.247368421052632	-4.2	1	-0.388888888888889	3	18
AMPD2	0	2	0	0	82.83	165.66	15	1	1	NA	1	NA	0	2
AMPD3	0	10	0	2	250.14	500.28	15	1	1	NA	1	0	2	10
AMPH	17	16	2	2	445.17	890.34	15	1	1	0.0588235294117647	1	0.0151515151515151	4	33
AMZ1	1	7	0	1	133.98	267.96	15	1	1	1	1	0.125	1	8
AN1ZNF5L	1	2	1	1	52.8	105.6	15	1	1	-1	1	-0.166666666666667	2	3
ANAPC1	2	20	1	5	610.5	1221	15	1	0.52991452991453	-1	1	-0.0757575757575757	6	22
ANAPC11	0	2	0	1	6.6	13.2	15	1	1	NA	1	0	1	2
ANAPC2	1	9	1	2	228.03	456.06	15	1	0.423076923076923	-3.5	1	-0.233333333333333	3	10
ANAPC4	8	11	2	2	226.71	453.42	15	1	1	-0.375	1	-0.0789473684210527	4	19
ANAPC5	2	7	0	2	189.09	378.18	15	1	1	1	1	0.222222222222222	2	9
ANAPC7	0	8	0	0	186.78	373.56	15	1	1	NA	1	NA	0	8
ANGEL1	5	12	1	4	233.64	467.28	15	1	1	0.4	1	0.0941176470588235	5	17
ANGEL2	6	10	3	1	151.47	302.94	15	1	0.284829721362229	-4	1	-0.375	4	16
ANGPT2	3	2	1	0	261.69	523.38	15	1	1	-Inf	1	-0.4	1	5
ANGPTL1	1	4	0	0	130.68	261.36	15	1	1	NA	1	NA	0	5
ANGPTL2	11	11	1	0	238.59	477.18	15	1	1	-Inf	1	-0.5	1	22
ANGPTL3	3	5	1	0	137.28	274.56	15	1	0.444444444444444	-Inf	1	-0.625	1	8
ANGPTL4	2	4	1	2	89.1	178.2	15	1	1	0	1	0	3	6
ANGPTL5	3	4	0	1	123.75	247.5	15	1	1	1	1	0.428571428571429	1	7
ANGPTL7	0	5	0	1	99	198	15	1	1	NA	1	0	1	5
ANK1	5	27	0	3	630.3	1260.6	15	1	1	1	1	0.15625	3	32
ANK2	40	76	7	15	1202.19	2404.38	15	1	1	0.113333333333333	1	0.0266457680250784	22	116
ANK3	9	40	4	6	1602.48	3204.96	15	1	0.204449498927569	-1.96296296296296	1	-0.216326530612245	10	49
ANKDD1A	3	6	1	2	156.75	313.5	15	1	1	0	1	0	3	9
ANKDD1B	6	9	0	1	152.13	304.26	15	1	1	1	1	0.4	1	15
ANKEF1	15	23	3	2	308.55	617.1	15	1	0.634426832384858	-1.3	1	-0.205263157894737	5	38
ANKFN1	4	4	0	0	321.42	642.84	15	1	1	NA	1	NA	0	8
ANKFN1L	2	9	1	3	179.85	359.7	15	1	1	-0.5	1	-0.0681818181818182	4	11
ANKFY1	3	12	0	3	370.26	740.52	15	1	1	1	1	0.2	3	15
ANKH	1	10	0	1	136.95	273.9	15	1	1	1	1	0.0909090909090909	1	11
ANKHD1	0	11	0	2	482.13	964.26	15	1	1	NA	1	0	2	11
ANKIB1	1	14	1	2	392.37	784.74	15	1	0.313725490196079	-6	1	-0.266666666666667	3	15
ANKK1	4	10	1	2	140.91	281.82	15	1	1	-0.25	1	-0.0476190476190476	3	14
ANKLE1	4	3	2	3	28.71	57.42	15	1	1	0.5	1	0.171428571428571	5	7
ANKLE2	4	13	1	3	257.07	514.14	15	1	1	-0.0833333333333333	1	-0.0147058823529412	4	17
ANKMY2	3	6	1	0	137.61	275.22	15	1	0.4	-Inf	1	-0.666666666666667	1	9
ANKRA2	0	4	0	0	58.41	116.82	15	1	1	NA	1	NA	0	4
ANKRD1	1	2	0	0	84.15	168.3	15	1	1	NA	1	NA	0	3
ANKRD10	2	4	0	1	91.74	183.48	15	1	1	1	1	0.333333333333333	1	6
ANKRD11	4	25	1	4	613.14	1226.28	15	1	1	-0.5625	1	-0.0620689655172414	5	29
ANKRD12	9	21	2	4	460.02	920.04	15	1	1	-0.166666666666667	1	-0.0333333333333333	6	30
ANKRD13A	2	7	1	2	189.42	378.84	15	1	1	-0.75	1	-0.111111111111111	3	9
ANKRD13C	0	3	0	1	130.35	260.7	15	1	1	NA	1	0	1	3
ANKRD17	7	39	2	5	784.74	1569.48	15	1	0.587840933242024	-1.22857142857143	1	-0.133540372670807	7	46
ANKRD2	2	1	2	0	26.4	52.8	15	1	1	-Inf	1	-0.333333333333333	2	3
ANKRD22	5	3	2	1	86.79	173.58	15	1	1	-0.2	1	-0.0416666666666666	3	8
ANKRD24	1	2	1	1	27.72	55.44	15	1	1	-1	1	-0.166666666666667	2	3
ANKRD26	30	39	8	3	806.19	1612.38	15	1	0.104649206143746	-2.46666666666667	1	-0.292490118577075	11	69
ANKRD27	14	8	1	0	355.41	710.82	15	1	1	-Inf	1	-0.363636363636364	1	22
ANKRD28	8	9	1	3	321.09	642.18	15	1	0.603007518796992	0.625	1	0.220588235294118	4	17
ANKRD29	0	3	0	0	80.85	161.7	15	1	1	NA	1	NA	0	3
ANKRD31	34	12	3	1	368.94	737.88	15	1	1	-0.0588235294117647	1	-0.0108695652173914	4	46
ANKRD33	2	5	1	2	46.2	92.4	15	1	1	-0.25	1	-0.0476190476190476	3	7
ANKRD33B	4	9	1	3	148.17	296.34	15	1	1	0.25	1	0.0576923076923077	4	13
ANKRD34C	1	1	0	0	48.84	97.68	15	1	1	NA	1	NA	0	2
ANKRD40	2	5	2	1	101.64	203.28	15	1	0.5	-4	1	-0.380952380952381	3	7
ANKRD40L	7	5	2	2	61.38	122.76	15	1	1	0.285714285714286	1	0.0833333333333334	4	12
ANKRD46	0	6	0	1	65.67	131.34	15	1	1	NA	1	0	1	6
ANKRD49	1	5	0	0	48.51	97.02	15	1	1	NA	1	NA	0	6
ANKRD50	2	16	1	3	450.78	901.56	15	1	0.47012987012987	-1.66666666666667	1	-0.138888888888889	4	18
ANKRD52	0	3	0	1	149.82	299.64	15	1	1	NA	1	0	1	3
ANKRD55	2	9	0	1	165.99	331.98	15	1	1	1	1	0.181818181818182	1	11
ANKRD6	4	15	1	4	227.37	454.74	15	1	1	0.0625	1	0.0105263157894737	5	19
ANKRD60	5	1	0	0	86.46	172.92	15	1	1	NA	1	NA	0	6
ANKRD66	2	5	0	1	53.46	106.92	15	1	1	1	1	0.285714285714286	1	7
ANKRD9	3	2	1	2	39.6	79.2	15	1	1	0.666666666666667	1	0.266666666666667	3	5
ANKRD9L	0	5	0	0	119.13	238.26	15	1	1	NA	1	NA	0	5
ANKS1A	3	13	2	6	237.6	475.2	15	1	1	-0.444444444444444	1	-0.0625	8	16
ANKS1B	2	11	1	0	222.75	445.5	15	1	0.214285714285714	-Inf	1	-0.846153846153846	1	13
ANKS4B	8	3	1	0	126.72	253.44	15	1	1	-Inf	1	-0.272727272727273	1	11
ANKS6	7	12	1	0	361.35	722.7	15	1	0.4	-Inf	1	-0.631578947368421	1	19
ANKZF1	8	8	1	3	148.5	297	15	1	0.591331269349845	0.666666666666667	1	0.25	4	16
ANLN	18	9	0	1	343.86	687.72	15	1	0.357142857142857	1	1	0.666666666666667	1	27
ANO1	2	12	0	2	302.94	605.88	15	1	1	1	1	0.142857142857143	2	14
ANO10	1	6	0	0	169.29	338.58	15	1	1	NA	1	NA	0	7
ANO4	2	5	0	0	283.14	566.28	15	1	1	NA	1	NA	0	7
ANO5	1	11	0	1	285.45	570.9	15	1	1	1	1	0.0833333333333333	1	12
ANO6	6	9	3	1	264	528	15	1	0.303405572755418	-3.5	1	-0.35	4	15
ANO8	1	5	0	3	65.34	130.68	15	1	1	1	1	0.166666666666667	3	6
ANO9	4	11	2	2	191.07	382.14	15	1	0.557275541795666	-1.75	1	-0.233333333333333	4	15
ANOS1	7	12	0	1	238.26	476.52	15	1	1	1	1	0.368421052631579	1	19
ANP32A	0	5	0	2	62.04	124.08	15	1	1	NA	1	0	2	5
ANP32E	0	3	0	1	49.17	98.34	15	1	1	NA	1	0	1	3
ANPEP	7	7	1	1	144.54	289.08	15	1	1	0	1	0	2	14
ANTXR2	1	4	0	0	127.05	254.1	15	1	1	NA	1	NA	0	5
ANTXRL	0	4	0	0	148.83	297.66	15	1	1	NA	1	NA	0	4
ANXA1	0	3	0	0	83.49	166.98	15	1	1	NA	1	NA	0	3
ANXA10	0	6	0	1	75.57	151.14	15	1	1	NA	1	0	1	6
ANXA11	5	7	4	0	160.71	321.42	15	1	0.0884615384615385	-Inf	1	-0.583333333333333	4	12
ANXA13	8	4	1	0	128.04	256.08	15	1	1	-Inf	1	-0.333333333333333	1	12
ANXA2	0	2	0	0	90.09	180.18	15	1	1	NA	1	NA	0	2
ANXA5	0	6	0	0	104.61	209.22	15	1	1	NA	1	NA	0	6
ANXA6	0	8	0	3	73.26	146.52	15	1	1	NA	1	0	3	8
ANXA7	0	4	0	1	115.17	230.34	15	1	1	NA	1	0	1	4
ANXA8	2	5	0	2	118.47	236.94	15	1	1	1	1	0.285714285714286	2	7
AOAH	4	3	0	0	152.13	304.26	15	1	1	NA	1	NA	0	7
AOC1	0	8	0	3	71.28	142.56	15	1	1	NA	1	0	3	8
AOC3	14	20	7	11	246.51	493.02	15	1	1	0.0909090909090909	1	0.022875816993464	18	34
AOX2	19	19	7	4	383.79	767.58	15	1	0.506200429750109	-0.75	1	-0.136363636363636	11	38
AP1AR	1	4	0	1	65.34	130.68	15	1	1	1	1	0.2	1	5
AP1B1	0	5	0	5	83.82	167.64	15	1	1	NA	1	0	5	5
AP1M1	0	5	0	1	111.87	223.74	15	1	1	NA	1	0	1	5
AP1S2	0	3	0	0	52.14	104.28	15	1	1	NA	1	NA	0	3
AP1S3	1	1	0	0	43.23	86.46	15	1	1	NA	1	NA	0	2
AP2A2	0	5	0	0	269.28	538.56	15	1	1	NA	1	NA	0	5
AP2B1	0	11	0	5	308.88	617.76	15	1	1	NA	1	0	5	11
AP2M1	0	9	0	2	118.8	237.6	15	1	1	NA	1	0	2	9
AP3B2	1	3	0	0	268.29	536.58	15	1	1	NA	1	NA	0	4
AP3D1	1	14	0	1	334.29	668.58	15	1	1	1	1	0.0666666666666667	1	15
AP3M1	0	6	0	1	128.37	256.74	15	1	1	NA	1	0	1	6
AP3M2	1	2	0	0	132.66	265.32	15	1	1	NA	1	NA	0	3
AP3S2	0	1	0	1	20.13	40.26	15	1	1	NA	1	0	1	1
AP4B1	2	11	0	0	206.25	412.5	15	1	1	NA	1	NA	0	13
AP4E1	12	23	4	5	333.63	667.26	15	1	0.702404681955089	-0.533333333333333	1	-0.101587301587302	9	35
AP4S1	0	2	0	0	42.24	84.48	15	1	1	NA	1	NA	0	2
AP5M1	1	5	0	2	154.44	308.88	15	1	1	1	1	0.166666666666667	2	6
AP5Z1	6	14	2	3	250.14	500.28	15	1	1	-0.555555555555556	1	-0.1	5	20
APAF1	7	17	1	2	422.07	844.14	15	1	1	-0.214285714285714	1	-0.0416666666666666	3	24
APBA1	5	8	1	0	212.19	424.38	15	1	0.428571428571428	-Inf	1	-0.615384615384615	1	13
APBA2	1	6	0	2	217.47	434.94	15	1	1	1	1	0.142857142857143	2	7
APBA3	0	9	0	2	105.27	210.54	15	1	1	NA	1	0	2	9
APBB1	2	1	0	0	48.18	96.36	15	1	1	NA	1	NA	0	3
APBB1IP	11	12	1	1	242.22	484.44	15	1	1	-0.0909090909090908	1	-0.0217391304347826	2	23
APBB2	2	9	1	0	260.04	520.08	15	1	0.25	-Inf	1	-0.818181818181818	1	11
APBB3	0	3	0	0	78.87	157.74	15	1	1	NA	1	NA	0	3
APC	5	33	2	1	769.56	1539.12	15	1	0.0702626641651032	-12.2	1	-0.535087719298246	3	38
APC2	7	12	4	6	266.31	532.62	15	1	1	-0.142857142857143	1	-0.0315789473684211	10	19
APCDD1	1	12	0	3	178.53	357.06	15	1	1	1	1	0.0769230769230769	3	13
APCDD1L	1	3	1	2	43.89	87.78	15	1	1	-0.5	1	-0.0833333333333333	3	4
APEH	0	1	0	1	4.95	9.9	15	1	1	NA	1	0	1	1
APH1AL	0	2	0	0	12.87	25.74	15	1	1	NA	1	NA	0	2
API5	0	9	0	2	190.08	380.16	15	1	1	NA	1	0	2	9
APLF	9	6	1	0	126.72	253.44	15	1	1	-Inf	1	-0.4	1	15
APMAP	4	5	2	0	130.02	260.04	15	1	0.454545454545455	-Inf	1	-0.555555555555556	2	9
APOA1	0	2	0	1	12.54	25.08	15	1	1	NA	1	0	1	2
APOA1BP	2	3	1	2	54.78	109.56	15	1	1	0.25	1	0.0666666666666667	3	5
APOB	38	54	5	5	1638.78	3277.56	15	1	0.738952201283619	-0.421052631578947	1	-0.0869565217391304	10	92
APOBEC2	5	2	4	0	98.01	196.02	15	1	0.490909090909091	-Inf	1	-0.285714285714286	4	7
APOD	0	7	0	2	69.63	139.26	15	1	1	NA	1	0	2	7
APOH	1	7	0	2	101.64	203.28	15	1	1	1	1	0.125	2	8
APOLD1	1	2	0	1	62.7	125.4	15	1	1	1	1	0.333333333333333	1	3
APOO	5	2	3	0	74.91	149.82	15	1	1	-Inf	1	-0.285714285714286	3	7
APOOL	8	9	1	0	88.77	177.54	15	1	1	-Inf	1	-0.529411764705882	1	17
APOV1	0	2	0	1	39.6	79.2	15	1	1	NA	1	0	1	2
APP	1	12	1	3	262.35	524.7	15	1	0.426470588235294	-3	1	-0.173076923076923	4	13
APPBP2	0	6	0	1	149.16	298.32	15	1	1	NA	1	0	1	6
APPL2	2	14	1	2	252.12	504.24	15	1	0.422084623323013	-2.5	1	-0.208333333333333	3	16
APTX	7	2	0	0	72.93	145.86	15	1	1	NA	1	NA	0	9
AQP1	1	4	0	0	81.51	163.02	15	1	1	NA	1	NA	0	5
AQP10	2	4	2	2	46.86	93.72	15	1	1	-1	1	-0.166666666666667	4	6
AQP11	4	8	2	3	65.67	131.34	15	1	1	-0.333333333333333	1	-0.0666666666666667	5	12
AQP12A	2	3	2	1	54.45	108.9	15	1	1	-2	1	-0.266666666666667	3	5
AQP2	0	5	0	0	63.36	126.72	15	1	1	NA	1	NA	0	5
AQP4	1	4	1	0	92.4	184.8	15	1	0.333333333333333	-Inf	1	-0.8	1	5
AQP5	0	6	0	1	67.32	134.64	15	1	1	NA	1	0	1	6
AQP7	3	5	1	0	83.16	166.32	15	1	0.444444444444444	-Inf	1	-0.625	1	8
AQP8	3	11	1	5	81.84	163.68	15	1	1	0.266666666666667	1	0.0476190476190476	6	14
AQP9	1	6	0	1	100.98	201.96	15	1	1	1	1	0.142857142857143	1	7
AQR	25	33	3	0	729.3	1458.6	15	1	0.0910252848013337	-Inf	1	-0.568965517241379	3	58
AR	0	9	0	1	126.39	252.78	15	1	1	NA	1	0	1	9
ARAP2	22	19	1	2	531.3	1062.6	15	1	0.598837209302326	0.568181818181818	1	0.203252032520325	3	41
ARC	0	4	0	0	115.83	231.66	15	1	1	NA	1	NA	0	4
AREG	0	2	0	0	50.16	100.32	15	1	1	NA	1	NA	0	2
AREL1	1	5	1	0	203.94	407.88	15	1	0.285714285714286	-Inf	1	-0.833333333333333	1	6
ARF1	0	2	0	1	42.9	85.8	15	1	1	NA	1	0	1	2
ARF6	2	3	2	2	29.7	59.4	15	1	1	-0.5	1	-0.1	4	5
ARFGAP1	1	4	1	1	176.22	352.44	15	1	1	-3	1	-0.3	2	5
ARFGAP2	2	3	0	1	139.59	279.18	15	1	1	1	1	0.4	1	5
ARFGAP3	7	8	1	0	138.93	277.86	15	1	1	-Inf	1	-0.533333333333333	1	15
ARFGEF1	5	19	1	2	534.93	1069.86	15	1	0.545299145299145	-0.9	1	-0.125	3	24
ARFGEF2	1	32	0	3	605.88	1211.76	15	1	1	1	1	0.0303030303030303	3	33
ARFGEF3	5	29	1	5	686.73	1373.46	15	1	1	-0.16	1	-0.0196078431372549	6	34
