gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout
CBY1	1	7	0	1	110.88000000000001	221.76000000000002	15	2
CCDC102B	25	6	4	0	234.63000000000002	469.26000000000005	15	2
CCDC107	11	8	3	4	300.96000000000004	601.9200000000001	15	2
CCDC12	2	11	2	3	133.32	266.64	15	2
CCDC122	13	9	5	0	258.39	516.78	15	2
CCDC126	1	5	1	2	138.6	277.2	15	2
CCDC127	5	9	0	1	262.35	524.7	15	2
CCDC129	78	36	4	1	789.0300000000001	1578.0600000000002	15	2
CCDC13	19	27	6	5	708.84	1417.68	15	2
CCDC146	48	30	8	7	959.3100000000001	1918.6200000000001	15	2
CCDC166	13	6	1	1	305.91	611.82	15	2
CCDC167	2	4	1	0	96.03	192.06	15	2
CCDC169	10	11	2	0	207.57000000000002	415.14000000000004	15	2
CCDC170	44	35	7	5	827.64	1655.28	15	2
CCDC171	6	2	2	0	1198.56	2397.12	15	2
CCDC178	40	21	5	2	744.48	1488.96	15	2
CCDC181	19	10	2	2	520.74	1041.48	15	2
CCDC191	39	20	16	2	876.1500000000001	1752.3000000000002	15	2
CCDC28A	0	4	0	2	183.15	366.3	15	2
CCDC3	1	8	0	1	285.12	570.24	15	2
CCDC58	0	10	0	1	143.55	287.1	15	2
CCDC59	1	4	0	0	160.05	320.1	15	2
CCDC71L	7	3	1	0	133.65	267.3	15	2
CCDC77	12	10	4	1	437.58000000000004	875.1600000000001	15	2
CCDC80	15	42	10	7	947.4300000000001	1894.8600000000001	15	2
CCDC82	26	21	2	1	464.31	928.62	15	2
CCDC83	31	18	0	1	443.19	886.38	15	2
CCDC85A	11	23	0	1	408.87	817.74	15	2
CCDC88A	23	76	3	0	2020.5900000000001	4041.1800000000003	15	2
CCDC91	17	2	0	0	189.09	378.18	15	2
CCKBR	2	13	2	8	382.8	765.6	15	2
CCM2	0	10	3	2	191.07000000000002	382.14000000000004	15	2
CCNA1	12	16	2	3	401.94	803.88	15	2
CCNC	0	5	0	0	270.6	541.2	15	2
CCND2	1	1	0	0	188.43	376.86	15	2
CCNE2	1	25	0	4	401.94	803.88	15	2
CCNY	5	10	0	4	355.74	711.48	15	2
CCR4	8	18	0	0	355.41	710.82	15	2
CCR5	3	12	1	4	320.76	641.52	15	2
CCR6	9	13	1	3	361.35	722.7	15	2
CCR8L	2	15	2	6	348.48	696.96	15	2
CCR9	16	16	6	3	384.12	768.24	15	2
CCSAP	6	9	1	2	244.53	489.06	15	2
CCT2	3	23	2	5	530.64	1061.28	15	2
CCT4-FAM161A	36	59	8	11	1292.94	2585.88	15	2
CCT5	3	25	4	5	536.58	1073.16	15	2
CCT8	6	20	3	2	564.3000000000001	1128.6000000000001	15	2
CD101	67	57	25	16	867.24	1734.48	15	2
CD109	25	53	9	6	1361.25	2722.5	15	2
CD163	55	41	4	8	1057.65	2115.3	15	2
CD164	13	7	1	4	173.91	347.82	15	2
CD2	33	12	0	2	304.92	609.84	15	2
CD200	36	29	7	2	569.58	1139.16	15	2
CD200R1-CD200R1L	28	22	8	3	563.3100000000001	1126.6200000000001	15	2
CD247	2	10	0	3	164.34	328.68	15	2
CD2AP	12	16	0	1	511.83000000000004	1023.6600000000001	15	2
CD36	2	17	1	1	467.28000000000003	934.5600000000001	15	2
CD4	62	17	5	6	473.22	946.44	15	2
CD47	11	6	1	3	311.85	623.7	15	2
CD80	10	10	1	3	310.86	621.72	15	2
CD83	3	12	0	0	212.85000000000002	425.70000000000005	15	2
CD86	7	6	4	1	282.15000000000003	564.3000000000001	15	2
CD9	3	13	0	1	222.75	445.5	15	2
CD99	3	10	0	2	175.23000000000002	350.46000000000004	15	2
CDADC1	8	14	0	1	487.08000000000004	974.1600000000001	15	2
CDC123	1	13	2	0	332.64000000000004	665.2800000000001	15	2
CDC16	7	32	3	4	637.23	1274.46	15	2
CDC25A	15	35	1	6	515.13	1030.26	15	2
CDC40	3	22	0	2	574.2	1148.4	15	2
CDC42BPA	10	49	3	8	1305.8100000000002	2611.6200000000003	15	2
CDC42EP1	7	20	2	6	411.84000000000003	823.6800000000001	15	2
CDC42EP3	2	8	1	0	251.46	502.92	15	2
CDC5L	0	36	1	2	795.96	1591.92	15	2
CDCA3	12	8	3	3	165.33	330.66	15	2
CDCA7L	8	19	1	1	406.56	813.12	15	2
CDCP1	11	37	7	9	828.63	1657.26	15	2
CDH12	4	21	0	0	508.53000000000003	1017.0600000000001	15	2
CDH18	20	32	0	0	661.32	1322.64	15	2
CDH19	26	25	5	6	768.9000000000001	1537.8000000000002	15	2
CDH2	8	32	2	4	842.1600000000001	1684.3200000000002	15	2
CDH20	8	39	2	7	815.76	1631.52	15	2
CDH6	6	22	1	2	783.09	1566.18	15	2
CDH7	15	26	3	1	798.6	1597.2	15	2
CDHR3	39	30	5	5	766.26	1532.52	15	2
CDK13	16	38	3	11	1204.8300000000002	2409.6600000000003	15	2
CDK14	2	6	1	1	238.26000000000002	476.52000000000004	15	2
CDK17	0	17	0	3	518.76	1037.52	15	2
CDK19	0	16	0	0	447.15000000000003	894.3000000000001	15	2
CDK5	0	7	0	4	206.58	413.16	15	2
CDK6	3	1	0	0	122.76	245.52	15	2
CDK8	0	10	0	2	407.88	815.76	15	2
CDKAL1	27	23	10	9	559.02	1118.04	15	2
CDKL5	10	38	3	5	941.49	1882.98	15	2
CDPF1	7	1	0	1	123.75	247.5	15	2
CDV3	2	10	0	3	221.10000000000002	442.20000000000005	15	2
CDX2	3	6	0	4	265.32	530.64	15	2
CDYL	3	13	0	1	346.17	692.34	15	2
CEBPD	3	7	1	0	331.65000000000003	663.3000000000001	15	2
CECR1	5	4	0	0	177.87	355.74	15	2
CECR2	22	74	9	11	1496.22	2992.44	15	2
CELSR1	13	54	3	11	1563.21	3126.42	15	2
CENPF	164	72	24	16	2636.3700000000003	5272.740000000001	15	2
CENPJ	47	60	10	14	1237.5	2475	15	2
CENPM	8	13	0	3	176.22	352.44	15	2
CENPO	31	22	5	3	295.02000000000004	590.0400000000001	15	2
CENPQ	20	19	1	0	230.67000000000002	461.34000000000003	15	2
CEP126	59	26	11	8	819.72	1639.44	15	2
CEP170	21	58	7	8	1579.0500000000002	3158.1000000000004	15	2
CEP192	124	114	16	15	2525.4900000000002	5050.9800000000005	15	2
CEP295	111	108	23	8	1884.96	3769.92	15	2
CEP41	13	26	4	6	367.29	734.58	15	2
CEP57	14	19	3	2	493.02000000000004	986.0400000000001	15	2
CEP57L1	15	14	7	4	451.44	902.88	15	2
CEP68	54	57	19	13	719.73	1439.46	15	2
CEP76	10	39	5	6	656.37	1312.74	15	2
CEP83	9	30	4	7	709.83	1419.66	15	2
CEP85L	19	32	4	8	738.5400000000001	1477.0800000000002	15	2
CEP97	31	31	4	1	833.25	1666.5	15	2
CERK	5	19	4	4	505.56	1011.12	15	2
CFAP206	26	28	3	2	615.78	1231.56	15	2
CFAP36	13	17	1	0	401.94	803.88	15	2
CFAP44	80	70	14	6	1798.5	3597	15	2
CFAP54	157	93	19	10	3208.59	6417.18	15	2
CFAP61	42	42	13	10	1302.18	2604.36	15	2
CFAP69	19	40	5	7	1273.47	2546.94	15	2
CFTR	26	57	3	6	1467.18	2934.36	15	2
CGA	2	4	0	2	119.79	239.58	15	2
CGGBP1	0	9	0	3	166.32000000000002	332.64000000000004	15	2
CGTL	4	20	3	6	470.25	940.5	15	2
CHAC2	0	2	0	1	151.47	302.94	15	2
CHADL	50	58	13	13	722.7	1445.4	15	2
CHAF1B	9	21	3	1	561.33	1122.66	15	2
CHAMP1	27	40	12	11	945.45	1890.9	15	2
CHCHD3	10	16	2	2	384.78000000000003	769.5600000000001	15	2
CHCHD7	1	1	0	0	84.15	168.3	15	2
CHD1L	27	53	12	14	1401.8400000000001	2803.6800000000003	15	2
CHD4	5	65	2	11	1901.7900000000002	3803.5800000000004	15	2
CHD7	5	54	8	14	2989.8	5979.6	15	2
CHDSD	10	10	4	5	310.86	621.72	15	2
CHGB	36	30	22	12	659.34	1318.68	15	2
CHMP1B	0	10	0	3	195.03	390.06	15	2
CHMP2B	0	7	0	0	212.85000000000002	425.70000000000005	15	2
CHMP5	0	12	0	2	217.8	435.6	15	2
CHORDC1	2	9	1	2	326.04	652.08	15	2
CHPF2	3	32	3	7	751.4100000000001	1502.8200000000002	15	2
CHRAC1	14	2	3	0	229.68	459.36	15	2
CHRDL2	2	16	4	3	429.66	859.32	15	2
CHRM2	2	16	0	2	462.33000000000004	924.6600000000001	15	2
CHRM3	7	22	0	3	623.7	1247.4	15	2
CHRNA10	7	15	7	7	298.32	596.64	15	2
CHST10	3	9	4	1	359.37	718.74	15	2
CHST11	1	13	0	2	288.09000000000003	576.1800000000001	15	2
CHST7	6	7	1	3	466.62	933.24	15	2
CHST9	11	18	0	2	335.61	671.22	15	2
CIDEA	5	6	0	3	216.81	433.62	15	2
CITED2	0	3	0	0	239.58	479.16	15	2
CKAP2	45	29	7	4	694.98	1389.96	15	2
CKAP4	5	18	2	5	486.09000000000003	972.1800000000001	15	2
CLASP2	17	38	0	3	1336.8300000000002	2673.6600000000003	15	2
CLCN1	16	26	11	3	1001.88	2003.76	15	2
CLCN4	4	31	7	2	792.99	1585.98	15	2
CLDN10	0	7	1	1	226.71	453.42	15	2
CLDN12	2	15	3	3	243.54000000000002	487.08000000000004	15	2
CLDN14	1	7	1	5	232.65	465.3	15	2
CLDN34	6	11	2	2	212.85000000000002	425.70000000000005	15	2
CLDN8	5	11	2	1	218.79000000000002	437.58000000000004	15	2
CLDND1	3	24	3	5	249.48000000000002	498.96000000000004	15	2
CLEC3B	2	9	1	1	199.98000000000002	399.96000000000004	15	2
CLIC5	2	7	1	1	249.48000000000002	498.96000000000004	15	2
CLIP4	7	24	2	3	663.96	1327.92	15	2
CLN5	6	12	1	6	330.66	661.32	15	2
CLN8	8	13	1	0	283.14	566.28	15	2
CLNS1A	3	16	0	1	236.61	473.22	15	2
CLPTM1L	1	20	1	6	537.57	1075.14	15	2
CLSTN3	33	54	5	4	1167.8700000000001	2335.7400000000002	15	2
CLUL1	18	10	11	1	308.88	617.76	15	2
CLVS1	0	6	1	1	151.47	302.94	15	2
CLYBL	2	4	1	1	213.18	426.36	15	2
CMAS	7	9	2	2	402.6	805.2	15	2
CMBL	1	11	1	1	235.29000000000002	470.58000000000004	15	2
CMBLL	4	7	1	1	240.57000000000002	481.14000000000004	15	2
CMC1	1	4	0	6	106.92	213.84	15	2
CMPK2	10	11	0	1	251.46	502.92	15	2
CMTM6	7	5	0	0	179.19	358.38	15	2
CMTM7	2	2	0	0	175.23000000000002	350.46000000000004	15	2
CMTM8	1	4	3	0	182.16	364.32	15	2
CMTR1	10	33	3	13	850.4100000000001	1700.8200000000002	15	2
CNDP1	8	25	6	4	489.06	978.12	15	2
CNDP2	6	19	3	1	471.24	942.48	15	2
CNGA3	6	35	2	9	724.6800000000001	1449.3600000000001	15	2
CNGB3	10	29	3	1	719.4	1438.8	15	2
CNIH4	0	4	0	2	115.83000000000001	231.66000000000003	15	2
CNKSR2	6	40	3	5	1023.6600000000001	2047.3200000000002	15	2
CNKSR3	4	29	1	3	520.74	1041.48	15	2
CNMD	7	22	4	6	350.46000000000004	700.9200000000001	15	2
CNOT10	1	25	2	7	710.82	1421.64	15	2
CNOT11	0	19	0	7	426.69	853.38	15	2
CNOT2	1	3	0	1	515.7900000000001	1031.5800000000002	15	2
CNOT4	9	17	1	3	815.76	1631.52	15	2
CNP1	3	8	3	1	124.74000000000001	249.48000000000002	15	2
CNR1	1	11	0	3	513.8100000000001	1027.6200000000001	15	2
CNRIP1	0	7	1	3	161.37	322.74	15	2
CNST	14	25	4	4	714.7800000000001	1429.5600000000002	15	2
CNTN1	5	29	3	3	998.9100000000001	1997.8200000000002	15	2
CNTN5	11	12	2	0	272.58000000000004	545.1600000000001	15	2
CNTNAP2	4	12	0	0	314.82	629.64	15	2
COA5	2	1	1	1	75.24000000000001	150.48000000000002	15	2
COA6	3	2	0	0	79.2	158.4	15	2
COG3	2	41	6	2	817.74	1635.48	15	2
COG5	8	29	7	4	713.13	1426.26	15	2
COG6	3	24	2	3	637.5600000000001	1275.1200000000001	15	2
COL10A1	4	31	0	5	671.22	1342.44	15	2
COL12A1	20	114	5	7	3056.46	6112.92	15	2
COL14A1	29	70	12	5	1766.49	3532.98	15	2
COL15A1	53	15	9	8	1279.41	2558.82	15	2
COL19A1	22	15	2	2	471.24	942.48	15	2
COL1A2	3	37	0	13	1350.3600000000001	2700.7200000000003	15	2
COL21A1	10	30	1	5	912.7800000000001	1825.5600000000002	15	2
COL22A1	44	94	16	12	1716	3432	15	2
COL28A1	47	41	7	8	1390.95	2781.9	15	2
COL4A1	19	68	5	15	1748.3400000000001	3496.6800000000003	15	2
COL4A2	31	78	10	18	1689.93	3379.86	15	2
COL6A6	180	111	37	22	2462.79	4925.58	15	2
COL8A1	2	69	4	10	728.3100000000001	1456.6200000000001	15	2
COL9A1	13	42	7	4	910.8000000000001	1821.6000000000001	15	2
COLEC10	5	16	1	3	301.95	603.9	15	2
COLEC11	0	14	0	1	269.28000000000003	538.5600000000001	15	2
COLEC12	9	33	3	6	785.07	1570.14	15	2
COLQ	4	21	5	3	448.47	896.94	15	2
COMMD1	7	6	6	5	195.03	390.06	15	2
COMMD6	5	15	3	3	189.75	379.5	15	2
COPG2	6	47	2	13	863.2800000000001	1726.5600000000002	15	2
COPS5	0	10	2	3	329.01	658.02	15	2
COPS7A	0	4	0	0	273.24	546.48	15	2
COQ3	12	16	3	1	367.29	734.58	15	2
COQ8A	4	22	1	3	643.5	1287	15	2
COX17	0	3	0	0	67.32000000000001	134.64000000000001	15	2
COX20	1	2	1	1	116.82000000000001	233.64000000000001	15	2
COX7A2	0	2	0	0	83.16000000000001	166.32000000000002	15	2
COX7A2L	0	3	0	1	115.83000000000001	231.66000000000003	15	2
CPA1	11	26	4	4	412.17	824.34	15	2
CPA2	12	17	0	5	382.14000000000004	764.2800000000001	15	2
CPA5	10	27	6	11	415.8	831.6	15	2
CPA6	7	15	2	1	396.33000000000004	792.6600000000001	15	2
CPB2	9	15	3	2	418.77000000000004	837.5400000000001	15	2
CPED1	23	9	4	0	492.36	984.72	15	2
CPM	21	27	5	8	439.23	878.46	15	2
CPNE3	7	20	0	2	528.66	1057.32	15	2
CPNE8	4	18	1	1	567.27	1134.54	15	2
CPOX	0	15	1	2	335.61	671.22	15	2
CPQ	2	5	2	2	212.85000000000002	425.70000000000005	15	2
CPSF3	1	30	0	5	642.51	1285.02	15	2
CPSF6	7	14	0	3	563.3100000000001	1126.6200000000001	15	2
CRCBL	62	37	8	1	754.0500000000001	1508.1000000000001	15	2
CREB3L2	3	14	3	4	505.56	1011.12	15	2
CREB5	2	1	0	0	96.03	192.06	15	2
CREBL2	2	6	0	0	131.67000000000002	263.34000000000003	15	2
CREG1	3	9	0	2	194.04000000000002	388.08000000000004	15	2
CREG2	22	5	3	4	211.53	423.06	15	2
CRELD2	4	12	1	0	341.55	683.1	15	2
CREM	7	11	0	1	381.15000000000003	762.3000000000001	15	2
CRH	1	0	2	0	177.21	354.42	15	2
CRHR2	0	9	0	3	347.49	694.98	15	2
CRIM1	3	33	1	2	876.1500000000001	1752.3000000000002	15	2
CRIPT	0	5	0	1	100.98	201.96	15	2
CRISP2	17	8	0	0	256.41	512.82	15	2
CRISPLD1	9	18	0	0	485.43	970.86	15	2
CRLF2	11	9	0	1	374.22	748.44	15	2
CRNKL1	30	28	6	7	853.0500000000001	1706.1000000000001	15	2
CROT	18	27	2	4	616.77	1233.54	15	2
CRTAP	8	17	3	0	457.71000000000004	915.4200000000001	15	2
CRY1	9	20	2	1	571.23	1142.46	15	2
CRYAA	1	7	3	1	172.26000000000002	344.52000000000004	15	2
CRYBG3	175	95	28	12	2551.23	5102.46	15	2
CRYGN	9	13	6	2	327.69	655.38	15	2
CRYL1	7	15	2	3	316.8	633.6	15	2
CRYZL1	4	8	3	4	297.99	595.98	15	2
CSDC2	0	5	0	1	133.32	266.64	15	2
CSF2RA	39	15	2	2	399.96000000000004	799.9200000000001	15	2
CSF2RB	37	32	9	6	619.74	1239.48	15	2
CSMD1	24	62	3	3	1683.66	3367.32	15	2
CSMD3	10	62	4	8	1818.96	3637.92	15	2
CSNK1E	0	19	0	7	412.83000000000004	825.6600000000001	15	2
CSPG5	1	1	1	1	53.13	106.26	15	2
CSPP1	28	53	10	3	1203.8400000000001	2407.6800000000003	15	2
CSRNP1	18	38	6	4	565.2900000000001	1130.5800000000002	15	2
CSRP2	0	11	0	6	193.05	386.1	15	2
CST3	15	8	1	2	138.6	277.2	15	2
CST7	6	9	0	4	146.52	293.04	15	2
CSTA-CSTB	2	0	0	0	31.68	63.36	15	2
CTC1	62	47	10	11	1272.15	2544.3	15	2
CTDP1	17	36	4	6	835.23	1670.46	15	2
CTDSPL	4	2	1	0	327.69	655.38	15	2
CTGF	4	16	1	0	344.52000000000004	689.0400000000001	15	2
CTHRC1	1	13	0	2	245.52	491.04	15	2
CTNNAL1	6	19	3	3	785.07	1570.14	15	2
CTNNB1	0	21	3	5	774.1800000000001	1548.3600000000001	15	2
CTNND2	9	17	9	9	1249.05	2498.1	15	2
CTPS2	3	15	1	4	579.15	1158.3	15	2
CTSB	1	22	1	6	337.59000000000003	675.1800000000001	15	2
CTSC	8	31	0	3	426.36	852.72	15	2
CTSEAL	2	20	1	9	401.94	803.88	15	2
CTTNBP2	16	28	3	4	1165.56	2331.12	15	2
CUBN	85	144	29	26	3676.53	7353.06	15	2
CUL1	0	25	0	3	752.4000000000001	1504.8000000000002	15	2
CUL2	2	17	1	0	704.88	1409.76	15	2
CUL4A	1	21	2	2	697.95	1395.9	15	2
CUL5	0	13	0	6	773.19	1546.38	15	2
CUL9	21	28	14	10	945.7800000000001	1891.5600000000002	15	2
CWC15	0	13	0	1	228.69	457.38	15	2
CWF19L2	8	13	3	3	400.95000000000005	801.9000000000001	15	2
CX3CR1	14	17	0	1	351.45	702.9	15	2
CXADR	5	7	1	1	311.85	623.7	15	2
CXorf21	12	17	2	0	289.08000000000004	578.1600000000001	15	2
CXorf23	11	28	1	10	713.7900000000001	1427.5800000000002	15	2
CYB5A	1	5	0	3	138.6	277.2	15	2
CYB5R3	7	18	0	0	292.71000000000004	585.4200000000001	15	2
CYBB	8	26	1	5	565.2900000000001	1130.5800000000002	15	2
CYCS	0	7	0	5	104.94000000000001	209.88000000000002	15	2
CYFIP1	1	68	0	7	1241.46	2482.92	15	2
CYP1B1	4	13	0	3	480.81	961.62	15	2
CYP2AC1-CYP2AC2	28	31	3	0	925.6500000000001	1851.3000000000002	15	2
CYP2D6	13	29	4	6	498.96000000000004	997.9200000000001	15	2
CYP39A1	12	15	0	1	489.06	978.12	15	2
CYP51A1	61	57	7	8	1303.8300000000002	2607.6600000000003	15	2
CYP7A1	11	21	0	2	507.87	1015.74	15	2
CYP8B1	31	55	20	21	874.1700000000001	1748.3400000000001	15	2
CYSLTR1	0	10	1	2	342.54	685.08	15	2
CYSLTR2	8	14	2	4	307.89	615.78	15	2
CYTH4	7	14	0	4	461.34000000000003	922.6800000000001	15	2
CYYR1	4	3	0	0	128.70000000000002	257.40000000000003	15	2
DAAM2	22	39	4	4	1181.73	2363.46	15	2
DACH1	31	16	0	1	506.88	1013.76	15	2
DACT2	27	32	2	5	811.8000000000001	1623.6000000000001	15	2
DAP	17	7	0	2	178.20000000000002	356.40000000000003	15	2
DAZL	4	11	0	5	287.1	574.2	15	2
DBF4	15	32	1	2	696.96	1393.92	15	2
DBX2	1	10	0	3	328.02000000000004	656.0400000000001	15	2
DCAF13	12	21	4	6	475.86	951.72	15	2
DCAF6	11	28	2	4	866.9100000000001	1733.8200000000002	15	2
DCBLD1	9	28	6	6	761.3100000000001	1522.6200000000001	15	2
DCBLD2	6	36	2	8	678.15	1356.3	15	2
DCDC2	6	11	5	3	316.14000000000004	632.2800000000001	15	2
DCLK1	3	22	0	2	784.08	1568.16	15	2
DCLK3	50	38	4	2	819.0600000000001	1638.1200000000001	15	2
DCLRE1C	4	18	7	3	454.74	909.48	15	2
DCN	9	17	3	1	403.92	807.84	15	2
DCP1B	10	20	7	5	632.94	1265.88	15	2
DCSTAMP	14	22	2	3	471.57000000000005	943.1400000000001	15	2
DCT	19	24	7	3	587.4	1174.8	15	2
DCUN1D1-DCUN1D2	2	8	0	1	257.40000000000003	514.8000000000001	15	2
DCUN1D5	2	8	0	1	237.60000000000002	475.20000000000005	15	2
DDIAS	81	24	58	28	961.62	1923.24	15	2
DDO	10	17	8	5	338.58000000000004	677.1600000000001	15	2
DDX10	13	34	3	4	653.4	1306.8	15	2
DDX11	14	50	11	9	882.4200000000001	1764.8400000000001	15	2
DDX17	0	18	2	5	581.7900000000001	1163.5800000000002	15	2
DDX3X	2	27	0	5	639.87	1279.74	15	2
DDX43	26	26	6	1	655.38	1310.76	15	2
DDX47	3	20	5	1	449.46000000000004	898.9200000000001	15	2
DEGS1	1	25	1	4	320.76	641.52	15	2
DEK	6	12	1	1	369.27000000000004	738.5400000000001	15	2
DENND2A	7	27	4	7	1078.1100000000001	2156.2200000000003	15	2
DENND3	23	56	5	7	1258.29	2516.58	15	2
DENND5B	2	49	3	16	1230.5700000000002	2461.1400000000003	15	2
DENND6B	3	32	3	3	521.73	1043.46	15	2
DEPDC6	6	11	2	2	369.27000000000004	738.5400000000001	15	2
DERA	2	5	0	1	105.60000000000001	211.20000000000002	15	2
DERL1	1	8	0	1	249.48000000000002	498.96000000000004	15	2
DESI1	0	5	0	0	155.76000000000002	311.52000000000004	15	2
DESI2	0	7	2	3	192.06	384.12	15	2
DEUP1	43	26	7	5	668.25	1336.5	15	2
DFNA5	23	25	21	7	590.0400000000001	1180.0800000000002	15	2
DGAT2	3	8	0	3	355.41	710.82	15	2
DGKI	5	39	3	1	985.0500000000001	1970.1000000000001	15	2
DHRS12	6	18	0	5	320.76	641.52	15	2
DHRSX	4	8	0	0	308.88	617.76	15	2
DHTKD1	20	44	5	6	914.4300000000001	1828.8600000000001	15	2
DHX30	3	54	1	15	1218.69	2437.38	15	2
DHX57	10	61	10	11	1358.28	2716.56	15	2
DIAPH3	13	22	1	1	643.5	1287	15	2
DIEXF	19	46	6	9	765.27	1530.54	15	2
DIP2C	20	43	2	1	1703.46	3406.92	15	2
DIS3	8	22	2	1	557.7	1115.4	15	2
DISC1	27	30	11	2	710.1600000000001	1420.3200000000002	15	2
DISP1	17	38	7	9	1362.24	2724.48	15	2
DLD	2	16	0	2	503.91	1007.82	15	2
DLEC1	79	78	22	9	1651.98	3303.96	15	2
DLEU7	18	12	3	1	227.70000000000002	455.40000000000003	15	2
DLG2	10	11	1	1	473.55	947.1	15	2
DLG2-DLG3	0	12	0	0	344.52000000000004	689.0400000000001	15	2
DLGAP1L	2	4	0	1	461.34000000000003	922.6800000000001	15	2
DLGAP2	2	21	2	4	683.1	1366.2	15	2
DLK2	5	25	5	7	393.03000000000003	786.0600000000001	15	2
DLL1	2	23	1	6	721.71	1443.42	15	2
DLX5	1	2	0	1	170.94	341.88	15	2
DLX6	0	1	2	0	256.74	513.48	15	2
DMC1	2	22	1	4	339.57	679.14	15	2
DMD	32	62	10	9	1642.41	3284.82	15	2
DMTF1	4	27	4	2	760.32	1520.64	15	2
DNAH14	20	18	4	0	335.61	671.22	15	2
DNAH5	83	167	21	27	4557.96	9115.92	15	2
DNAH5L	84	150	25	21	4580.7300000000005	9161.460000000001	15	2
DNAH8	63	144	7	16	4532.55	9065.1	15	2
DNAJB13	23	18	1	7	296.01	592.02	15	2
DNAJB6	3	12	2	3	321.75	643.5	15	2
DNAJB9	3	6	0	2	213.84	427.68	15	2
DNAJC1	21	21	8	4	537.57	1075.14	15	2
DNAJC13	6	78	6	18	2218.59	4437.18	15	2
DNAJC15	8	10	1	2	147.51000000000002	295.02000000000004	15	2
DNAJC2	0	23	1	2	613.8000000000001	1227.6000000000001	15	2
DNAJC27	6	10	1	9	271.26	542.52	15	2
DNAJC28	2	14	6	3	355.41	710.82	15	2
DNAJC3	6	22	1	4	499.95000000000005	999.9000000000001	15	2
DNAJC5B	6	10	3	2	228.69	457.38	15	2
DNAL4	0	9	0	2	105.93	211.86	15	2
DNM1L	4	15	0	3	632.2800000000001	1264.5600000000002	15	2
DNMT3A	7	20	2	23	824.34	1648.68	15	2
DOCK4	4	49	3	8	2005.74	4011.48	15	2
DOCK9	19	69	3	9	2306.7000000000003	4613.4000000000005	15	2
DONSON	25	40	5	5	555.39	1110.78	15	2
DOPEY1	10	97	8	14	2424.51	4849.02	15	2
DPH3	0	2	0	2	61.71	123.42	15	2
DPP6	7	28	2	3	851.73	1703.46	15	2
DPT	2	10	1	0	198	396	15	2
DPY19L1	19	25	2	1	765.6	1531.2	15	2
DPY19L4	2	20	0	3	670.5600000000001	1341.1200000000001	15	2
DPYS	16	25	1	3	591.36	1182.72	15	2
DRAM1	4	4	1	1	224.4	448.8	15	2
DRC1	62	49	5	11	755.7	1511.4	15	2
DRD3	10	16	3	2	452.76000000000005	905.5200000000001	15	2
DROSHA	0	24	0	0	476.19	952.38	15	2
DSC1	18	31	2	3	874.1700000000001	1748.3400000000001	15	2
DSCAM	7	73	3	6	1832.8200000000002	3665.6400000000003	15	2
DSCR3	1	14	0	2	295.02000000000004	590.0400000000001	15	2
DSE	11	45	2	6	950.4000000000001	1900.8000000000002	15	2
DSG2	70	62	8	8	1181.0700000000002	2362.1400000000003	15	2
DSG4	24	44	1	2	1118.3700000000001	2236.7400000000002	15	2
DSP	5	100	3	13	2789.82	5579.64	15	2
DST	280	320	43	49	10074.9	20149.8	15	2
DSTN	11	3	0	0	196.02	392.04	15	2
DTD1	0	5	0	2	154.44	308.88	15	2
DTL	14	48	7	8	719.73	1439.46	15	2
DTNA	0	24	0	4	815.76	1631.52	15	2
DTNB	1	2	2	5	130.68	261.36	15	2
DTNBP1	19	16	0	0	256.41	512.82	15	2
DUS4L	2	16	3	4	313.83000000000004	627.6600000000001	15	2
DUSP10	3	12	2	5	475.20000000000005	950.4000000000001	15	2
DUSP12	9	15	1	2	306.90000000000003	613.8000000000001	15	2
DUSP16	13	26	2	0	547.47	1094.94	15	2
DUSP27	28	35	10	12	1150.38	2300.76	15	2
DYNC1I1	1	11	0	2	473.22	946.44	15	2
DYNC1LI1	5	14	0	5	525.69	1051.38	15	2
DYNC2H1	76	135	19	13	4239.51	8479.02	15	2
DYNLT1	0	4	0	1	112.86	225.72	15	2
DYNLT3	1	1	0	0	108.57000000000001	217.14000000000001	15	2
DYRK1A	0	10	3	4	774.84	1549.68	15	2
DYRK2	1	6	2	6	588.72	1177.44	15	2
DZANK1	28	31	7	8	769.23	1538.46	15	2
DZIP1	31	35	10	4	832.59	1665.18	15	2
E2F3	6	10	1	1	379.83000000000004	759.6600000000001	15	2
E2F5	1	13	1	3	347.49	694.98	15	2
E2F7	22	43	2	7	894.96	1789.92	15	2
EAF1	0	6	0	1	247.83	495.66	15	2
ECHDC1	7	20	5	3	326.7	653.4	15	2
ECHDC3	7	12	1	2	290.07	580.14	15	2
ECI2	7	17	4	6	389.07	778.14	15	2
EDA	2	11	1	2	260.37	520.74	15	2
EDA2R	16	25	6	6	502.92	1005.84	15	2
EDAR	1	17	0	5	464.31	928.62	15	2
EDN1	17	14	0	0	201.96	403.92	15	2
EDNRB	5	27	0	1	402.93	805.86	15	2
EED	5	24	0	6	439.56	879.12	15	2
EEF1A1	1	14	0	2	344.19	688.38	15	2
EEF1AKMT1	3	14	0	4	211.86	423.72	15	2
EEF1E1	3	3	0	0	185.46	370.92	15	2
EEPD1	14	47	2	8	569.25	1138.5	15	2
EFCAB1	4	6	1	2	206.91	413.82	15	2
EFCAB10	7	7	3	2	127.71000000000001	255.42000000000002	15	2
