gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div
ADMP	13	19	4	9	599.28	1198.56	15	1	0.736557287502148	0.35042735042735	1	0.0985576923076923	13	32
ADNP	12	35	8	4	1284.69	2569.38	15	1	0.0142480635053664	-4.83333333333333	0.629301355578728	-0.411347517730496	12	47
ADNP2	17	42	1	11	1063.26	2126.52	15	1	0.272678455318762	0.775401069518717	1	0.204802259887006	12	59
ADORA1	2	5	1	7	223.74	447.48	15	1	0.569230769230769	0.642857142857143	1	0.160714285714286	8	7
ADORA2B	4	7	1	7	337.59	675.18	15	1	0.33780529755762	0.75	1	0.238636363636364	8	11
ADPGK	1	22	0	2	428.67	857.34	15	1	1	1	1	0.0434782608695652	2	23
ADPRH	10	14	0	8	348.48	696.96	15	1	0.0352685319871082	1	0.788199921465956	0.416666666666667	8	24
ADPRHL1	97	80	36	27	1929.51	3859.02	15	1	0.769899819140716	-0.0996563573883162	1	-0.023405972558515	63	177
ADPRHL2	1	19	0	4	295.68	591.36	15	1	1	1	1	0.05	4	20
ADPRM	3	7	0	0	140.91	281.82	15	1	1	NA	1	NA	0	10
ADRA1A	6	19	0	4	472.23	944.46	15	1	0.552608311229001	1	1	0.24	4	25
ADRA1D	2	16	2	4	283.47	566.94	15	1	0.251270468661773	-3	1	-0.222222222222222	6	18
ADRA2A	4	24	3	6	440.55	881.1	15	1	0.327010942286085	-2	1	-0.19047619047619	9	28
ADRA2BL2	9	15	8	9	321.75	643.5	15	1	0.748374592341059	-0.481481481481481	1	-0.0955882352941176	17	24
ADRA2C	0	12	0	0	392.37	784.74	15	1	1	NA	1	NA	0	12
ADRB2	2	17	1	6	389.4	778.8	15	1	1	-0.416666666666667	1	-0.037593984962406	7	19
ADRB3	3	6	3	10	323.73	647.46	15	1	0.655019902697922	0.4	1	0.102564102564103	13	9
ADRM1	0	8	0	3	381.81	763.62	15	1	1	NA	1	0	3	8
ADSL	2	18	0	3	449.79	899.58	15	1	1	1	1	0.1	3	20
ADSS	0	7	2	2	392.04	784.08	15	1	0.109090909090909	-Inf	0.98538656216834	-0.5	4	7
ADSSL1	0	13	0	1	390.06	780.12	15	1	1	NA	1	0	1	13
ADTRP	6	8	0	0	231.66	463.32	15	1	1	NA	1	NA	0	14
AEN	3	4	0	2	152.79	305.58	15	1	0.5	1	1	0.428571428571429	2	7
AES	0	6	0	0	127.71	255.42	15	1	1	NA	1	NA	0	6
AFAP1	3	27	4	1	807.84	1615.68	15	1	0.00308349146110057	-35	0.395933424845573	-0.7	5	30
AFAP1L1	27	49	1	3	714.45	1428.9	15	1	1	0.395061728395062	1	0.105263157894737	4	76
AFAP1L2	25	44	10	11	813.78	1627.56	15	1	0.444449604162542	-0.6	1	-0.113871635610766	21	69
AFDN	8	51	3	9	1838.43	3676.86	15	1	0.381665580945104	-1.125	1	-0.114406779661017	12	59
AFF1	28	39	10	10	1166.55	2333.1	15	1	0.6101164464813	-0.392857142857143	1	-0.082089552238806	20	67
AFF3	12	21	4	1	408.21	816.42	15	1	0.140936602236912	-6	1	-0.436363636363636	5	33
AFF4	6	32	6	9	1156.32	2312.64	15	1	0.0759945541836588	-2.55555555555556	0.919736921581953	-0.242105263157895	15	38
AFG1L	1	12	1	4	445.17	890.34	15	1	0.490196078431373	-2	1	-0.123076923076923	5	13
AFG3L2	5	30	0	11	760.32	1520.64	15	1	0.317211549264127	1	1	0.142857142857143	11	35
AFMID	2	13	0	6	249.48	498.96	15	1	1	1	1	0.133333333333333	6	15
AFP	10	23	3	2	609.84	1219.68	15	1	0.314960692669671	-2.45	1	-0.296969696969697	5	33
AFTPH	19	26	14	8	845.46	1690.92	15	1	0.12319965725757	-1.39473684210526	1	-0.214141414141414	22	45
AGA	7	7	4	0	323.73	647.46	15	1	0.119281045751634	-Inf	1	-0.5	4	14
AGAP3	6	36	4	17	911.13	1822.26	15	1	0.719251759736371	-0.411764705882353	1	-0.0476190476190476	21	42
AGBL1	33	34	8	1	869.22	1738.44	15	1	0.0332015061776282	-7.24242424242424	0.784275503573749	-0.396351575456053	9	67
AGBL2	13	14	19	7	481.14	962.28	15	1	0.0929131710829544	-1.92307692307692	0.958704007647278	-0.249287749287749	26	27
AGBL3	33	25	3	2	768.24	1536.48	15	1	1	-0.136363636363636	1	-0.0310344827586206	5	58
AGBL4	5	10	0	1	460.68	921.36	15	1	1	1	1	0.333333333333333	1	15
AGFG1	0	8	1	4	451.77	903.54	15	1	0.384615384615385	-Inf	1	-0.2	5	8
AGGF1	14	29	6	3	718.41	1436.82	15	1	0.071471033184044	-3.14285714285714	0.908058284769907	-0.341085271317829	9	43
AGK	6	16	5	3	384.45	768.9	15	1	0.103998769845846	-3.44444444444444	0.983379501385042	-0.352272727272727	8	22
AGL	5	48	5	12	1512.39	3024.78	15	1	0.0551342562306927	-3	0.846060006968071	-0.199778024417314	17	53
AGMAT	7	14	5	4	282.81	565.62	15	1	0.41810633144966	-1.5	1	-0.222222222222222	9	21
AGO1	0	32	0	11	841.17	1682.34	15	1	1	NA	1	0	11	32
AGO3	0	19	0	3	848.76	1697.52	15	1	1	NA	1	0	3	19
AGPAT1	10	8	0	0	265.98	531.96	15	1	1	NA	1	NA	0	18
AGPAT2	1	4	3	6	256.41	512.82	15	1	1	-1	1	-0.133333333333333	9	5
AGPAT3	1	12	1	2	312.18	624.36	15	1	0.35	-5	1	-0.256410256410256	3	13
AGPAT4	4	12	1	2	336.6	673.2	15	1	1	-0.5	1	-0.0833333333333333	3	16
AGPAT5	0	6	0	1	362.34	724.68	15	1	1	NA	1	0	1	6
AGPAT9L	11	12	1	1	408.54	817.08	15	1	1	-0.0909090909090908	1	-0.0217391304347826	2	23
AGPS	2	21	1	2	469.92	939.84	15	1	0.318846153846154	-4.25	1	-0.246376811594203	3	23
AGR2	2	7	0	2	171.27	342.54	15	1	1	1	1	0.222222222222222	2	9
AGR3	0	3	0	2	164.34	328.68	15	1	1	NA	1	0	2	3
AGRN	16	46	7	38	1502.16	3004.32	15	1	0.239434099404104	0.470394736842105	1	0.102508960573477	45	62
AGT	14	20	4	0	460.35	920.7	15	1	0.0414549888234098	-Inf	0.800205836669235	-0.588235294117647	4	34
AGTR1	6	10	1	0	356.4	712.8	15	1	0.411764705882353	-Inf	1	-0.625	1	16
AGTR2	8	13	0	5	369.27	738.54	15	1	0.280510793554272	1	1	0.380952380952381	5	21
AGTRAP	4	12	0	1	169.95	339.9	15	1	1	1	1	0.25	1	16
AGXT	9	18	6	4	304.92	609.84	15	1	0.257815387526505	-2	1	-0.266666666666667	10	27
AGXT2	14	17	2	3	491.37	982.74	15	1	1	0.19047619047619	1	0.0516129032258064	5	31
AHCYL1	0	20	0	6	486.09	972.18	15	1	1	NA	1	0	6	20
AHDC1-LOC107055013-LOC112530227	1	13	7	14	831.6	1663.2	15	1	0.107798028706882	-5.5	0.983875031494079	-0.261904761904762	21	14
AHI1	33	38	8	1	1017.72	2035.44	15	1	0.0293708718886454	-8.21212121212121	0.768994411487961	-0.424100156494523	9	71
AHNAK2	148	82	13	5	2266.11	4532.22	15	1	0.613021489250804	-0.44054054054054	1	-0.078743961352657	18	230
AHR	10	22	1	3	834.9	1669.8	15	1	1	0.266666666666667	1	0.0625	4	32
AHR1B	55	44	20	13	873.51	1747.02	15	1	0.687206260149421	-0.230769230769231	1	-0.0505050505050505	33	99
AHR2	42	45	16	16	866.25	1732.5	15	1	1	-0.0714285714285714	1	-0.0172413793103448	32	87
AHRR	9	23	6	5	660	1320	15	1	0.150387100133258	-2.06666666666667	1	-0.264204545454545	11	32
AHSA1	0	16	0	4	334.29	668.58	15	1	1	NA	1	0	4	16
AHSA2	3	12	0	2	280.83	561.66	15	1	1	1	1	0.2	2	15
AHSG	11	9	3	4	342.54	685.08	15	1	0.677616747181965	0.386363636363636	1	0.121428571428571	7	20
AICDA	1	6	0	1	197.01	394.02	15	1	1	1	1	0.142857142857143	1	7
AIFM1	8	24	5	4	538.23	1076.46	15	1	0.112932686518732	-2.75	0.99134365547716	-0.305555555555556	9	32
AIFM2	6	13	2	7	371.25	742.5	15	1	1	0.380952380952381	1	0.0935672514619883	9	19
AIFM3	0	17	1	8	593.01	1186.02	15	1	0.346153846153846	-Inf	1	-0.111111111111111	9	17
AIG1	3	3	0	0	144.21	288.42	15	1	1	NA	1	NA	0	6
AIM1	35	64	8	9	1731.51	3463.02	15	1	0.418751911721379	-0.625396825396825	1	-0.117052881758764	17	99
AIM1L	24	20	13	27	895.62	1791.24	15	1	0.0501380024069812	0.598765432098765	0.838764987711203	0.220454545454545	40	44
AIMP1	7	15	2	2	306.9	613.8	15	1	0.590635451505017	-1.14285714285714	1	-0.181818181818182	4	22
AIMP2	5	17	0	2	290.73	581.46	15	1	1	1	1	0.227272727272727	2	22
AIPL1	15	19	3	5	349.14	698.28	15	1	1	0.24	1	0.0661764705882353	8	34
AJAP1	0	6	0	2	165.66	331.32	15	1	1	NA	1	0	2	6
AK2	0	11	0	1	159.39	318.78	15	1	1	NA	1	0	1	11
AK3	9	13	0	3	285.78	571.56	15	1	0.28	1	1	0.409090909090909	3	22
AK4	0	11	0	4	170.61	341.22	15	1	1	NA	1	0	4	11
AK5	11	14	1	1	568.26	1136.52	15	1	1	-0.272727272727273	1	-0.06	2	25
AK6	1	9	0	0	170.28	340.56	15	1	1	NA	1	NA	0	10
AK7	15	29	2	2	712.47	1424.94	15	1	0.607282351731936	-0.933333333333333	1	-0.159090909090909	4	44
AK8	6	21	0	2	450.45	900.9	15	1	1	1	1	0.222222222222222	2	27
AK9	74	80	13	14	2407.68	4815.36	15	1	1	-0.00386100386100385	1	-0.000962000962000942	27	154
AKAIN1	0	3	0	0	67.65	135.3	15	1	1	NA	1	NA	0	3
AKAP1	25	26	6	8	870.21	1740.42	15	1	0.768068367219958	0.22	1	0.061624649859944	14	51
AKAP10	10	49	3	14	1101.21	2202.42	15	1	1	-0.05	1	-0.00697906281156532	17	59
AKAP12	75	57	27	10	1880.34	3760.68	15	1	0.0886167465844601	-1.052	0.953024314709457	-0.161547911547911	37	132
AKAP13	12	42	6	7	1456.29	2912.58	15	1	0.0944697269098652	-2	0.960983694935281	-0.239316239316239	13	54
AKAP14	11	3	2	1	167.31	334.62	15	1	1	0.454545454545455	1	0.119047619047619	3	14
AKAP17A	9	35	1	5	685.08	1370.16	15	1	1	0.222222222222222	1	0.0378787878787879	6	44
AKAP2	35	32	5	1	868.56	1737.12	15	1	0.21238063798362	-3.57142857142857	1	-0.310945273631841	6	67
AKAP5	22	21	4	4	498.63	997.26	15	1	1	0.0454545454545454	1	0.0116279069767442	8	43
AKAP6	56	70	11	5	2412.63	4825.26	15	1	0.108586410259619	-1.75	0.985224113668503	-0.243055555555556	16	126
AKAP7	11	11	1	1	238.26	476.52	15	1	1	0	1	0	2	22
AKAP7L	35	37	11	2	627.66	1255.32	15	1	0.0312373616401532	-4.81428571428571	0.777391659786904	-0.360042735042735	13	72
AKAP9	98	117	28	19	3874.53	7749.06	15	1	0.106610307187082	-0.759398496240602	0.983875031494079	-0.139930727362692	47	215
AKIP1	1	5	1	1	85.14	170.28	15	1	0.464285714285714	-4	1	-0.333333333333333	2	6
AKNA	17	12	11	7	326.04	652.08	15	1	1	-0.109243697478992	1	-0.0249042145593871	18	29
AKNAD1	67	27	23	8	718.74	1437.48	15	1	0.821275700278483	-0.158582089552239	1	-0.0291695264241593	31	94
AKR1A1	3	8	1	1	324.72	649.44	15	1	1	-1.66666666666667	1	-0.227272727272727	2	11
AKR1B10L2	7	10	0	2	295.68	591.36	15	1	0.508771929824561	1	1	0.411764705882353	2	17
AKR1B10L3	5	7	2	1	267.3	534.6	15	1	0.569230769230769	-1.8	1	-0.25	3	12
AKR1D1	1	9	1	4	317.13	634.26	15	1	1	-1.25	1	-0.1	5	10
AKR7A2	6	16	2	9	284.13	568.26	15	1	0.687045435098828	0.407407407407407	1	0.0909090909090909	11	22
AKT1	1	10	0	4	491.04	982.08	15	1	1	1	1	0.0909090909090909	4	11
AKT3	1	16	1	1	470.25	940.5	15	1	0.204678362573099	-15	1	-0.441176470588235	2	17
AKTIP	1	12	2	0	291.06	582.12	15	1	0.0285714285714286	-Inf	0.761210061313465	-0.923076923076923	2	13
ALAD	2	12	3	2	280.5	561	15	1	0.0843653250773993	-8	0.949431371776132	-0.457142857142857	5	14
ALAS1	7	22	2	6	618.09	1236.18	15	1	1	-0.0476190476190477	1	-0.0086206896551724	8	29
ALB	15	19	2	6	609.84	1219.68	15	1	0.438826601856127	0.577777777777778	1	0.191176470588235	8	34
ALDH18A1	7	29	1	1	469.26	938.52	15	1	0.38122332859175	-3.14285714285714	1	-0.305555555555556	2	36
ALDH1A1	3	22	3	0	485.76	971.52	15	1	0.0061050061050061	-Inf	0.467685236262114	-0.88	3	25
ALDH1A2	1	8	0	0	512.16	1024.32	15	1	1	NA	1	NA	0	9
ALDH1A3	2	27	0	4	506.22	1012.44	15	1	1	1	1	0.0689655172413793	4	29
ALDH1L2	9	24	3	4	896.94	1793.88	15	1	0.409589155719187	-1	1	-0.155844155844156	7	33
ALDH3A2	30	68	15	30	1119.69	2239.38	15	1	0.846536083511033	-0.133333333333333	1	-0.0272108843537415	45	98
ALDH4A1	7	31	7	15	489.39	978.78	15	1	0.342805326397578	-1.06666666666667	1	-0.133971291866029	22	38
ALDH5A1	2	14	1	1	401.28	802.56	15	1	0.313725490196078	-6	1	-0.375	2	16
ALDH6A1	3	12	2	1	494.01	988.02	15	1	0.171568627450981	-7	1	-0.466666666666667	3	15
ALDH7A1	3	17	6	2	456.72	913.44	15	1	0.00484443093138746	-16	0.460299276725364	-0.6	8	20
ALDH8A1	13	25	0	3	970.2	1940.4	15	1	0.539024390243903	1	1	0.342105263157895	3	38
ALDH9A1	3	23	5	8	461.01	922.02	15	1	0.0895926886638961	-3.79166666666667	0.953786405978059	-0.269230769230769	13	26
ALDOB	2	20	0	2	361.35	722.7	15	1	1	1	1	0.0909090909090909	2	22
ALDOC	1	9	1	8	298.32	596.64	15	1	1	-0.125	1	-0.0111111111111111	9	10
ALG1	12	17	5	3	368.94	737.88	15	1	0.428258170193654	-1.36111111111111	1	-0.211206896551724	8	29
ALG10	15	19	6	7	445.17	890.34	15	1	1	-0.0857142857142856	1	-0.0203619909502263	13	34
ALG11	6	19	3	5	396	792	15	1	0.651008242776875	-0.9	1	-0.135	8	25
ALG12	1	11	2	0	351.78	703.56	15	1	0.032967032967033	-Inf	0.784275503573749	-0.916666666666667	2	12
ALG13	14	34	3	1	864.93	1729.86	15	1	0.0967032967032967	-6.28571428571429	0.971055566729444	-0.458333333333333	4	48
ALG14	3	7	1	1	210.87	421.74	15	1	1	-1.33333333333333	1	-0.2	2	10
ALG2	3	18	1	6	319.11	638.22	15	1	1	0	1	0	7	21
ALG3	3	7	2	5	277.86	555.72	15	1	1	0.0666666666666667	1	0.0142857142857143	7	10
ALG5	6	10	4	0	298.98	597.96	15	1	0.086687306501548	-Inf	0.951277979139867	-0.625	4	16
ALG6	15	17	5	1	441.54	883.08	15	1	0.183924183924184	-4.66666666666667	1	-0.364583333333333	6	32
ALG8	13	20	8	3	403.26	806.52	15	1	0.083474940536767	-3.1025641025641	0.949431371776132	-0.333333333333333	11	33
ALG9	15	29	7	11	786.06	1572.12	15	1	0.774562698277434	-0.23030303030303	1	-0.047979797979798	18	44
ALK	24	35	7	6	1221.33	2442.66	15	1	0.537598436838405	-0.701388888888889	1	-0.131681877444589	13	59
ALKBH1	6	12	3	4	322.74	645.48	15	1	0.672877054295819	-0.5	1	-0.0952380952380952	7	18
ALKBH2	2	8	2	0	167.97	335.94	15	1	0.0909090909090909	-Inf	0.953786405978059	-0.8	2	10
ALKBH3-HSD17B12	8	17	2	6	447.15	894.3	15	1	1	0.291666666666667	1	0.07	8	25
ALKBH4	12	16	0	1	275.22	550.44	15	1	1	1	1	0.428571428571429	1	28
ALKBH5	1	11	1	10	369.27	738.54	15	1	1	-0.1	1	-0.00757575757575758	11	12
ALKBH8	26	31	6	7	688.38	1376.76	15	1	1	-0.0219780219780219	1	-0.00539811066126861	13	57
ALMS1	206	123	74	34	3016.53	6033.06	15	1	0.298977294673982	-0.299543118218161	1	-0.0590453675560059	108	329
ALOX5	4	15	1	5	667.59	1335.18	15	1	1	0.25	1	0.043859649122807	6	19
ALOX5AP	0	7	0	5	160.38	320.76	15	1	1	NA	1	0	5	7
ALPI	11	17	9	12	491.37	982.74	15	1	1	-0.159090909090909	1	-0.0357142857142857	21	28
ALPK1	48	68	19	9	1130.58	2261.16	15	1	0.0191573569686447	-1.99074074074074	0.683149554847669	-0.264778325123153	28	116
ALPK2	101	38	11	7	1805.76	3611.52	15	1	0.405419839241724	0.408769448373409	1	0.11550759392486	18	139
ALPK3	34	47	9	8	1546.71	3093.42	15	1	0.432609296598716	-0.555147058823529	1	-0.109658678286129	17	81
ALPL	1	8	1	6	303.6	607.2	15	1	1	-0.333333333333333	1	-0.0317460317460317	7	9
ALPP	21	9	1	7	341.88	683.76	15	1	0.0054096341422817	0.938775510204082	0.467685236262114	0.575	8	30
ALS2	17	68	7	5	1608.42	3216.84	15	1	0.00853714776764238	-4.6	0.54233354502865	-0.383333333333333	12	85
ALS2CL	5	37	5	9	970.2	1940.4	15	1	0.0997745103661698	-3.11111111111111	0.971353639774823	-0.238095238095238	14	42
ALX1	2	6	1	0	320.76	641.52	15	1	0.333333333333333	-Inf	1	-0.75	1	8
ALX3	0	4	0	1	105.27	210.54	15	1	1	NA	1	0	1	4
ALX4	2	8	1	5	291.06	582.12	15	1	1	0.2	1	0.0333333333333334	6	10
ALYREF	0	4	0	0	71.28	142.56	15	1	1	NA	1	NA	0	4
AMACR	2	9	0	1	351.78	703.56	15	1	1	1	1	0.181818181818182	1	11
AMBP	6	21	1	0	303.27	606.54	15	1	0.25	-Inf	1	-0.777777777777778	1	27
AMBRA1	3	36	1	14	1266.54	2533.08	15	1	1	0.142857142857143	1	0.0102564102564103	15	39
AMD1	0	3	0	2	322.74	645.48	15	1	1	NA	1	0	2	3
AMDHD1	4	13	3	1	424.38	848.76	15	1	0.087719298245614	-8.75	0.951277979139867	-0.514705882352941	4	17
AMDHD2	5	20	1	2	380.16	760.32	15	1	0.52991452991453	-1	1	-0.133333333333333	3	25
AMER1	44	57	17	21	1079.43	2158.86	15	1	1	-0.0487012987012987	1	-0.0117248566961959	38	101
AMER2	13	19	3	3	608.19	1216.38	15	1	0.682034976152623	-0.461538461538461	1	-0.09375	6	32
AMER3	40	41	6	8	982.08	1964.16	15	1	0.775057316280208	0.23125	1	0.0652557319223986	14	81
AMFR	2	17	2	3	553.41	1106.82	15	1	0.179277244494636	-4.66666666666667	1	-0.294736842105263	5	19
AMH	22	28	3	1	441.21	882.42	15	1	0.326010036331901	-2.81818181818182	1	-0.31	4	50
AMHR2	11	31	2	8	587.4	1174.8	15	1	1	0.295454545454545	1	0.0619047619047619	10	42
AMIGO2	5	20	4	3	516.78	1033.56	15	1	0.0763526425372922	-4.33333333333333	0.919736921581953	-0.371428571428571	7	25
AMMECR1	8	8	1	1	257.07	514.14	15	1	1	0	1	0	2	16
AMMECR1L	1	5	0	1	279.18	558.36	15	1	1	1	1	0.166666666666667	1	6
AMN	19	21	8	5	454.08	908.16	15	1	0.5255884695891	-0.768421052631579	1	-0.140384615384615	13	40
AMN1	2	14	1	1	264.33	528.66	15	1	0.313725490196078	-6	1	-0.375	2	16
AMOTL2	12	23	6	12	660.33	1320.66	15	1	1	0.0416666666666666	1	0.00952380952380955	18	35
AMPD1	9	27	2	3	726.66	1453.32	15	1	0.597737116992573	-1	1	-0.15	5	36
AMPD2	0	10	0	4	595.98	1191.96	15	1	1	NA	1	0	4	10
AMPD3	2	31	0	3	767.25	1534.5	15	1	1	1	1	0.0606060606060606	3	33
AMPH	61	44	8	7	1394.91	2789.82	15	1	0.784245117924975	0.175644028103044	1	0.0476190476190477	15	105
AMY1A	3	4	1	1	198.99	397.98	15	1	1	-0.333333333333333	1	-0.0714285714285715	2	7
AMZ1	4	35	0	10	498.96	997.92	15	1	0.568662802771432	1	1	0.102564102564103	10	39
AN1ZNF5L	4	7	3	4	185.46	370.92	15	1	1	-0.3125	1	-0.0649350649350649	7	11
ANAPC1	7	50	4	9	1908.39	3816.78	15	1	0.197865498489402	-2.17460317460317	1	-0.184885290148448	13	57
ANAPC10	0	5	0	1	184.14	368.28	15	1	1	NA	1	0	1	5
ANAPC11	2	2	3	3	73.59	147.18	15	1	1	0	1	0	6	4
ANAPC2	2	28	3	5	776.16	1552.32	15	1	0.0528268206286783	-7.4	0.844529437070393	-0.308333333333333	8	30
ANAPC4	15	26	5	4	745.8	1491.6	15	1	0.454248152725015	-1.16666666666667	1	-0.18970189701897	9	41
ANAPC5	5	32	2	10	749.43	1498.86	15	1	1	-0.28	1	-0.0315315315315315	12	37
ANAPC7	1	28	0	2	560.34	1120.68	15	1	1	1	1	0.0344827586206897	2	29
ANGEL1	17	28	2	8	659.34	1318.68	15	1	0.465324245161223	0.588235294117647	1	0.177777777777778	10	45
ANGEL2	16	27	4	5	547.8	1095.6	15	1	0.719206929001781	-0.35	1	-0.0723514211886305	9	43
ANGPT2	2	14	1	0	768.24	1536.48	15	1	0.176470588235294	-Inf	1	-0.875	1	16
ANGPT4	8	2	4	10	289.74	579.48	15	1	0.0360748418360478	0.9	0.788199921465956	0.514285714285714	14	10
ANGPTL1	3	23	2	0	476.85	953.7	15	1	0.0264550264550265	-Inf	0.761210061313465	-0.884615384615385	2	26
ANGPTL2	13	18	1	1	572.55	1145.1	15	1	1	-0.384615384615385	1	-0.0806451612903226	2	31
ANGPTL3	6	20	2	2	459.36	918.72	15	1	0.283524904214559	-2.33333333333333	1	-0.269230769230769	4	26
ANGPTL4	5	14	4	8	432.3	864.6	15	1	0.703917768163065	-0.4	1	-0.0701754385964912	12	19
ANGPTL5	4	10	2	1	387.09	774.18	15	1	0.514705882352941	-4	1	-0.380952380952381	3	14
ANGPTL7	3	15	1	1	345.51	691.02	15	1	0.368421052631579	-4	1	-0.333333333333333	2	18
ANK1	15	81	4	6	2053.92	4107.84	15	1	0.0770083354233338	-2.6	0.922367800589409	-0.24375	10	96
ANK2	79	183	24	37	3867.6	7735.2	15	1	0.172561038834091	-0.502565856996237	1	-0.0919159053935678	61	262
ANK3	24	88	12	21	4614.06	9228.12	15	1	0.107685024239322	-1.0952380952381	0.983875031494079	-0.149350649350649	33	112
ANKDD1A	9	21	3	4	499.95	999.9	15	1	0.65940561054413	-0.75	1	-0.128571428571429	7	30
ANKDD1B	13	24	3	5	531.63	1063.26	15	1	1	-0.107692307692308	1	-0.0236486486486486	8	37
ANKEF1	28	40	10	5	764.28	1528.56	15	1	0.0905570207907762	-1.85714285714286	0.953786405978059	-0.254901960784314	15	68
ANKFN1	10	18	4	2	1067.88	2135.76	15	1	0.202239713763956	-2.6	1	-0.309523809523809	6	28
ANKFN1L	11	27	4	19	1069.2	2138.4	15	1	0.371256092842225	0.483253588516746	1	0.115560640732265	23	38
ANKFY1	7	34	0	8	1153.02	2306.04	15	1	0.581247270682118	1	1	0.170731707317073	8	41
ANKH	5	18	0	1	481.8	963.6	15	1	1	1	1	0.217391304347826	1	23
ANKHD1	2	55	1	7	2022.24	4044.48	15	1	0.330128205128205	-2.92857142857143	1	-0.0899122807017544	8	57
ANKIB1	4	25	2	6	1084.05	2168.1	15	1	0.591342679577974	-1.08333333333333	1	-0.112068965517241	8	29
ANKK1	17	37	9	7	763.29	1526.58	15	1	0.0850107657822194	-1.79831932773109	0.950356516076024	-0.247685185185185	16	54
ANKLE1	24	12	11	13	300.3	600.6	15	1	0.120412998722008	0.576923076923077	1	0.208333333333333	24	36
ANKLE2	19	36	5	6	911.79	1823.58	15	1	0.510685014469166	-0.578947368421053	1	-0.109090909090909	11	55
ANKMY2	6	13	2	1	454.08	908.16	15	1	0.527272727272727	-3.33333333333333	1	-0.350877192982456	3	19
ANKRA2	1	13	0	1	252.12	504.24	15	1	1	1	1	0.0714285714285714	1	14
ANKRD1	8	12	0	1	316.8	633.6	15	1	1	1	1	0.4	1	20
ANKRD10	4	6	1	2	295.02	590.04	15	1	1	0.25	1	0.0666666666666667	3	10
ANKRD11	15	92	10	31	2685.87	5371.74	15	1	0.146111193355376	-0.978494623655914	1	-0.10371552313654	41	107
ANKRD12	31	68	11	16	1923.24	3846.48	15	1	0.366194869511659	-0.508064516129032	1	-0.0942760942760942	27	99
ANKRD13A	4	25	3	5	552.42	1104.84	15	1	0.156320370741623	-2.75	1	-0.237068965517241	8	29
ANKRD13C	0	2	0	2	381.15	762.3	15	1	1	NA	1	0	2	2
ANKRD17	11	82	4	13	2413.62	4827.24	15	1	0.244384035020478	-1.29370629370629	1	-0.117014547754586	17	93
ANKRD2	3	7	6	6	261.03	522.06	15	1	0.414860681114551	-1.33333333333333	1	-0.2	12	10
ANKRD22	4	4	2	2	190.08	380.16	15	1	1	0	1	0	4	8
ANKRD24	12	13	8	9	404.91	809.82	15	1	1	0.0370370370370371	1	0.00941176470588234	17	25
ANKRD26	81	79	23	8	2074.05	4148.1	15	1	0.0181538439027595	-1.80401234567901	0.677255339142531	-0.235685483870968	31	160
ANKRD27	41	34	2	0	1087.02	2174.04	15	1	0.500341763499658	-Inf	1	-0.453333333333333	2	75
ANKRD28	11	30	4	10	1064.91	2129.82	15	1	1	-0.0909090909090908	1	-0.0174216027874564	14	41
ANKRD29	0	6	2	2	292.05	584.1	15	1	0.133333333333333	-Inf	1	-0.5	4	6
ANKRD31	119	52	16	6	1497.54	2995.08	15	1	1	-0.165266106442577	1	-0.0313662945241893	22	171
ANKRD33	14	16	9	9	390.39	780.78	15	1	1	-0.142857142857143	1	-0.0333333333333333	18	30
ANKRD33B	7	19	1	6	397.65	795.3	15	1	0.651773575577802	0.547619047619048	1	0.126373626373626	7	26
ANKRD34C	12	7	6	3	461.01	922.02	15	1	1	-0.166666666666667	1	-0.0350877192982456	9	19
ANKRD40	5	13	2	3	338.58	677.16	15	1	0.621385479509049	-0.733333333333333	1	-0.122222222222222	5	18
ANKRD40L	18	17	6	3	321.09	642.18	15	1	0.477131566751533	-0.888888888888889	1	-0.152380952380952	9	35
ANKRD46	0	13	0	2	226.71	453.42	15	1	1	NA	1	0	2	13
ANKRD49	3	20	0	4	241.56	483.12	15	1	1	1	1	0.130434782608696	4	23
ANKRD50	4	44	2	11	1403.82	2807.64	15	1	0.599103055086241	-1	1	-0.0705128205128205	13	48
ANKRD52	0	18	1	8	1021.02	2042.04	15	1	0.333333333333333	-Inf	1	-0.111111111111111	9	18
ANKRD54	0	10	1	4	219.78	439.56	15	1	0.333333333333333	-Inf	1	-0.2	5	10
ANKRD55	11	20	2	2	655.71	1311.42	15	1	0.617647058823529	-0.818181818181818	1	-0.145161290322581	4	31
ANKRD6	11	47	5	9	811.47	1622.94	15	1	0.279857575227267	-1.37373737373737	1	-0.167487684729064	14	58
ANKRD60	13	5	0	0	251.46	502.92	15	1	1	NA	1	NA	0	18
ANKRD66	7	11	0	3	176.22	352.44	15	1	0.521052631578947	1	1	0.388888888888889	3	18
ANKRD9	6	9	5	3	277.86	555.72	15	1	0.400323058285099	-1.5	1	-0.225	8	15
ANKRD9L	0	6	0	1	294.03	588.06	15	1	1	NA	1	0	1	6
ANKS1A	8	34	6	14	1018.38	2036.76	15	1	0.349286496139908	-0.821428571428571	1	-0.10952380952381	20	42
ANKS1B	2	26	1	0	628.32	1256.64	15	1	0.103448275862069	-Inf	0.983165897366278	-0.928571428571429	1	28
ANKS4B	12	14	2	0	400.95	801.9	15	1	0.481481481481482	-Inf	1	-0.538461538461538	2	26
